java_item_id,bedrock_item_id,bedrock_item_damage
minecraft:zombie_villager_spawn_egg,minecraft:zombie_villager_spawn_egg,0
minecraft:zombified_piglin_spawn_egg,minecraft:zombie_pigman_spawn_egg,0
minecraft:experience_bottle,minecraft:experience_bottle,0
minecraft:fire_charge,minecraft:fire_charge,0
minecraft:writable_book,minecraft:writable_book,0
minecraft:written_book,minecraft:written_book,0
minecraft:item_frame,minecraft:frame,0
minecraft:glow_item_frame,minecraft:glow_frame,0
minecraft:flower_pot,minecraft:flower_pot,0
minecraft:carrot,minecraft:carrot,0
minecraft:potato,minecraft:potato,0
minecraft:baked_potato,minecraft:baked_potato,0
minecraft:poisonous_potato,minecraft:poisonous_potato,0
minecraft:map,minecraft:empty_map,0
minecraft:golden_carrot,minecraft:golden_carrot,0
minecraft:skeleton_skull,minecraft:skull,0
minecraft:wither_skeleton_skull,minecraft:skull,1
minecraft:player_head,minecraft:skull,3
minecraft:zombie_head,minecraft:skull,2
minecraft:creeper_head,minecraft:skull,4
minecraft:dragon_head,minecraft:skull,5
minecraft:piglin_head,minecraft:skull,0
minecraft:nether_star,minecraft:nether_star,0
minecraft:pumpkin_pie,minecraft:pumpkin_pie,0
minecraft:firework_rocket,minecraft:firework_rocket,0
minecraft:firework_star,minecraft:firework_star,0
minecraft:enchanted_book,minecraft:enchanted_book,0
minecraft:nether_brick,minecraft:netherbrick,0
minecraft:prismarine_shard,minecraft:prismarine_shard,0
minecraft:prismarine_crystals,minecraft:prismarine_crystals,0
minecraft:rabbit,minecraft:rabbit,0
minecraft:cooked_rabbit,minecraft:cooked_rabbit,0
minecraft:rabbit_stew,minecraft:rabbit_stew,0
minecraft:rabbit_foot,minecraft:rabbit_foot,0
minecraft:rabbit_hide,minecraft:rabbit_hide,0
minecraft:armor_stand,minecraft:armor_stand,0
minecraft:iron_horse_armor,minecraft:iron_horse_armor,0
minecraft:golden_horse_armor,minecraft:golden_horse_armor,0
minecraft:diamond_horse_armor,minecraft:diamond_horse_armor,0
minecraft:leather_horse_armor,minecraft:leather_horse_armor,0
minecraft:lead,minecraft:lead,0
minecraft:name_tag,minecraft:name_tag,0
minecraft:command_block_minecart,minecraft:command_block_minecart,0
minecraft:mutton,minecraft:mutton,0
minecraft:cooked_mutton,minecraft:cooked_mutton,0
minecraft:white_banner,minecraft:banner,15
minecraft:orange_banner,minecraft:banner,14
minecraft:magenta_banner,minecraft:banner,13
minecraft:light_blue_banner,minecraft:banner,12
minecraft:yellow_banner,minecraft:banner,11
minecraft:lime_banner,minecraft:banner,10
minecraft:pink_banner,minecraft:banner,9
minecraft:gray_banner,minecraft:banner,8
minecraft:light_gray_banner,minecraft:banner,7
minecraft:cyan_banner,minecraft:banner,6
minecraft:purple_banner,minecraft:banner,5
minecraft:blue_banner,minecraft:banner,4
minecraft:brown_banner,minecraft:banner,3
minecraft:green_banner,minecraft:banner,2
minecraft:red_banner,minecraft:banner,1
minecraft:black_banner,minecraft:banner,0
minecraft:end_crystal,minecraft:end_crystal,0
minecraft:chorus_fruit,minecraft:chorus_fruit,0
minecraft:popped_chorus_fruit,minecraft:popped_chorus_fruit,0
minecraft:beetroot,minecraft:beetroot,0
minecraft:beetroot_seeds,minecraft:beetroot_seeds,0
minecraft:beetroot_soup,minecraft:beetroot_soup,0
minecraft:dragon_breath,minecraft:dragon_breath,0
minecraft:splash_potion,minecraft:splash_potion,0
minecraft:spectral_arrow,minecraft:arrow,0
minecraft:tipped_arrow,minecraft:arrow,0
minecraft:lingering_potion,minecraft:lingering_potion,0
minecraft:shield,minecraft:shield,0
minecraft:totem_of_undying,minecraft:totem_of_undying,0
minecraft:shulker_shell,minecraft:shulker_shell,0
minecraft:iron_nugget,minecraft:iron_nugget,0
minecraft:knowledge_book,minecraft:book,0
minecraft:debug_stick,minecraft:stick,0
minecraft:music_disc_13,minecraft:music_disc_13,0
minecraft:music_disc_cat,minecraft:music_disc_cat,0
minecraft:music_disc_blocks,minecraft:music_disc_blocks,0
minecraft:music_disc_chirp,minecraft:music_disc_chirp,0
minecraft:music_disc_far,minecraft:music_disc_far,0
minecraft:music_disc_mall,minecraft:music_disc_mall,0
minecraft:music_disc_mellohi,minecraft:music_disc_mellohi,0
minecraft:music_disc_stal,minecraft:music_disc_stal,0
minecraft:music_disc_strad,minecraft:music_disc_strad,0
minecraft:music_disc_ward,minecraft:music_disc_ward,0
minecraft:music_disc_11,minecraft:music_disc_11,0
minecraft:music_disc_wait,minecraft:music_disc_wait,0
minecraft:music_disc_otherside,minecraft:music_disc_otherside,0
minecraft:music_disc_5,minecraft:music_disc_5,0
minecraft:music_disc_pigstep,minecraft:music_disc_pigstep,0
minecraft:disc_fragment_5,minecraft:disc_fragment_5,0
minecraft:trident,minecraft:trident,0
minecraft:phantom_membrane,minecraft:phantom_membrane,0
minecraft:nautilus_shell,minecraft:nautilus_shell,0
minecraft:heart_of_the_sea,minecraft:heart_of_the_sea,0
minecraft:crossbow,minecraft:crossbow,0
minecraft:suspicious_stew,minecraft:suspicious_stew,0
minecraft:loom,minecraft:loom,0
minecraft:flower_banner_pattern,minecraft:flower_banner_pattern,0
minecraft:creeper_banner_pattern,minecraft:creeper_banner_pattern,0
minecraft:skull_banner_pattern,minecraft:skull_banner_pattern,0
minecraft:mojang_banner_pattern,minecraft:mojang_banner_pattern,0
minecraft:globe_banner_pattern,minecraft:globe_banner_pattern,0
minecraft:piglin_banner_pattern,minecraft:piglin_banner_pattern,0
minecraft:goat_horn,minecraft:goat_horn,0
minecraft:composter,minecraft:composter,0
minecraft:barrel,minecraft:barrel,0
minecraft:smoker,minecraft:smoker,0
minecraft:blast_furnace,minecraft:blast_furnace,0
minecraft:cartography_table,minecraft:cartography_table,0
minecraft:fletching_table,minecraft:fletching_table,0
minecraft:grindstone,minecraft:grindstone,0
minecraft:smithing_table,minecraft:smithing_table,0
minecraft:stonecutter,minecraft:stonecutter_block,0
minecraft:bell,minecraft:bell,0
minecraft:lantern,minecraft:lantern,0
minecraft:soul_lantern,minecraft:soul_lantern,0
minecraft:sweet_berries,minecraft:sweet_berries,0
minecraft:glow_berries,minecraft:glow_berries,0
minecraft:campfire,minecraft:campfire,0
minecraft:soul_campfire,minecraft:soul_campfire,0
minecraft:shroomlight,minecraft:shroomlight,0
minecraft:honeycomb,minecraft:honeycomb,0
minecraft:bee_nest,minecraft:bee_nest,0
minecraft:beehive,minecraft:beehive,0
minecraft:honey_bottle,minecraft:honey_bottle,0
minecraft:honeycomb_block,minecraft:honeycomb_block,0
minecraft:lodestone,minecraft:lodestone,0
minecraft:crying_obsidian,minecraft:crying_obsidian,0
minecraft:blackstone,minecraft:blackstone,0
minecraft:blackstone_slab,minecraft:blackstone_slab,0
minecraft:blackstone_stairs,minecraft:blackstone_stairs,0
minecraft:gilded_blackstone,minecraft:gilded_blackstone,0
minecraft:polished_blackstone,minecraft:polished_blackstone,0
minecraft:polished_blackstone_slab,minecraft:polished_blackstone_slab,0
minecraft:polished_blackstone_stairs,minecraft:polished_blackstone_stairs,0
minecraft:chiseled_polished_blackstone,minecraft:chiseled_polished_blackstone,0
minecraft:polished_blackstone_bricks,minecraft:polished_blackstone_bricks,0
minecraft:polished_blackstone_brick_slab,minecraft:polished_blackstone_brick_slab,0
minecraft:polished_blackstone_brick_stairs,minecraft:polished_blackstone_brick_stairs,0
minecraft:cracked_polished_blackstone_bricks,minecraft:cracked_polished_blackstone_bricks,0
minecraft:respawn_anchor,minecraft:respawn_anchor,0
minecraft:candle,minecraft:candle,0
minecraft:white_candle,minecraft:white_candle,0
minecraft:orange_candle,minecraft:orange_candle,0
minecraft:magenta_candle,minecraft:magenta_candle,0
minecraft:light_blue_candle,minecraft:light_blue_candle,0
minecraft:yellow_candle,minecraft:yellow_candle,0
minecraft:lime_candle,minecraft:lime_candle,0
minecraft:pink_candle,minecraft:pink_candle,0
minecraft:gray_candle,minecraft:gray_candle,0
minecraft:light_gray_candle,minecraft:light_gray_candle,0
minecraft:cyan_candle,minecraft:cyan_candle,0
minecraft:purple_candle,minecraft:purple_candle,0
minecraft:blue_candle,minecraft:blue_candle,0
minecraft:brown_candle,minecraft:brown_candle,0
minecraft:green_candle,minecraft:green_candle,0
minecraft:red_candle,minecraft:red_candle,0
minecraft:black_candle,minecraft:black_candle,0
minecraft:small_amethyst_bud,minecraft:small_amethyst_bud,0
minecraft:medium_amethyst_bud,minecraft:medium_amethyst_bud,0
minecraft:large_amethyst_bud,minecraft:large_amethyst_bud,0
minecraft:amethyst_cluster,minecraft:amethyst_cluster,0
minecraft:pointed_dripstone,minecraft:pointed_dripstone,0
minecraft:ochre_froglight,minecraft:ochre_froglight,0
minecraft:verdant_froglight,minecraft:verdant_froglight,0
minecraft:pearlescent_froglight,minecraft:pearlescent_froglight,0
minecraft:frogspawn,minecraft:frog_spawn,0
minecraft:echo_shard,minecraft:echo_shard,0
